json2tab	K0C047Z59-14	48	K0C047Z59:125-126	NIL	VAL	PRO	1.0
json2tab	K0C047Z59-41	who	K0C047Z59:352-354	NIL	PER	PRO	1.0
json2tab	K0C047Z59-42	his	K0C047Z59:383-385	NIL	PER	PRO	1.0
json2tab	K0C047Z59-53	his	K0C047Z59:550-552	NIL	PER	PRO	1.0
json2tab	K0C047Z59-73	where	K0C047Z59:730-734	NIL	FAC	PRO	1.0
json2tab	K0C047Z59-74	him	K0C047Z59:769-771	NIL	PER	PRO	1.0
json2tab	K0C047Z59-75	48	K0C047Z59:782-783	NIL	VAL	PRO	1.0
json2tab	K0C047Z59-76	250	K0C047Z59:820-822	NIL	VAL	PRO	1.0
json2tab	K0C047Z59-87	others	K0C047Z59:1029-1034	NIL	PER	PRO	1.0
json2tab	K0C047Z59-88	he	K0C047Z59:1067-1068	NIL	PER	PRO	1.0
json2tab	K0C047Z59-103	where	K0C047Z59:1346-1350	NIL	FAC	PRO	1.0
json2tab	K0C047Z59-104	he	K0C047Z59:1352-1353	NIL	PER	PRO	1.0
json2tab	K0C047Z59-116	who	K0C047Z59:1454-1456	NIL	PER	PRO	1.0
json2tab	K0C047Z59-131	He	K0C047Z59:1639-1640	NIL	PER	PRO	1.0
json2tab	K0C047Z59-182	it	K0C047Z59:2402-2403	NIL	WEA	PRO	1.0
json2tab	K0C047Z59-183	it	K0C047Z59:2419-2420	NIL	WEA	PRO	1.0
json2tab	K0C047Z59-184	those	K0C047Z59:2481-2485	NIL	PER	PRO	1.0
json2tab	K0C047Z59-185	it	K0C047Z59:2492-2493	NIL	FAC	PRO	1.0
json2tab	K0C047Z59-222	he	K0C047Z59:3083-3084	NIL	PER	PRO	1.0
json2tab	K0C047Z59-223	his	K0C047Z59:3158-3160	NIL	PER	PRO	1.0
json2tab	K0C047Z59-250	it	K0C047Z59:3423-3424	NIL	WEA	PRO	1.0
json2tab	K0C047Z59-251	his	K0C047Z59:3454-3456	NIL	PER	PRO	1.0
json2tab	K0C047Z59-252	he	K0C047Z59:3492-3493	NIL	PER	PRO	1.0
